title,view_count,like_count,channel_name,published
↖뿔난 희수↗ 차분한 스피치 도중 호들갑 떠는 범수ㅋㅋㅋ | 아빠는 꽃중년 18 회,11094,70,play 채널A,2024-08-30T13:19:38Z
[선공개] 거의 하정우급(?) 먹방! 본능에 충실하며 솜사탕 흡입하는 환준이 | 아빠는 꽃중년 4 회,7116,97,play 채널A,2024-05-08T10:04:41Z
아침 밥상 전쟁 #아빠는꽃중년,101657,958,play 채널A,2024-05-02T14:56:50Z
[선공개] ＂우는거 아니야...＂ 57년째 결혼 잔소리 감옥에서 탈옥 실패하는 김광규(?) | 아빠는 꽃중년 13 회,17829,143,play 채널A,2024-07-18T01:45:43Z
[#아빠는꽃중년] 되는 게 없는 하루(?) 텐트부터 음식까지 모든 게 어설픈 캠핑;; #안재욱 #갬핑 | 아빠는 꽃중년 5 회,44486,211,play 채널A,2024-05-16T14:32:38Z
영어 천재 딸 위해 무리하게 이사,57813,707,play 채널A,2024-08-22T10:30:27Z
[#밥친구] 그래서 둘이 장모과 사위가 맞다고??? 친구보다 더 친구 같은 원준과 장모님ㅋㅋ| #아빠는꽃중년 6회,10978,109,채널A WORLD,2024-05-30T13:00:50Z
아빠들만 아는 육아 고충(?) 젊은 아빠들과 친해진 성우의 육아 한풀이♨ | 아빠는 꽃중년 11 회,6153,53,play 채널A,2024-07-05T13:05:54Z
이지훈 의외의 육아 고수 모습 #아빠는꽃중년,67391,998,play 채널A,2024-08-29T10:30:27Z
"[#톡쏘능] 군대가는 그리😥 김구라가 아들 훈련소에 같이 못 가는 씁쓸한 이유 ""엄마랑 가기로 했어...""  | #아빠는꽃중년 12회",387049,3420,채널에이드: 채널A Drama & Enjoy,2024-07-14T03:00:29Z
"[#클립배송] ＂굉장히 우울했었죠..＂ 과연, 재욱을 가장 힘들게 했던 '마음의 짐'은? | #아빠는꽃중년 13회  | 아빠는 꽃중년 13 회",37929,312,채널에이드: 채널A Drama & Enjoy,2024-07-19T13:02:47Z
이미 완성형 미모인 이지훈 딸 #아빠는꽃중년,118938,1392,빼밀리,2024-09-02T06:00:15Z
[#아빠는꽃중년] ＂나 안 해!!!＂ 듬직했던 태오의 반항♨♨ 당황한 성우의 반응은? #신성우 #신태오 | 아빠는 꽃중년 6 회,33849,377,play 채널A,2024-05-23T14:44:08Z
[#아빠는꽃중년] 둘째만 바라보는 신성우! 첫째 태오는 외로워지는 중ㅠㅠ | 아빠는 꽃중년 1 회,198766,1039,play 채널A,2024-04-18T14:33:39Z
육아 잘하는 아빠 이지훈 #아빠는꽃중년,540976,6642,빼밀리,2024-08-29T10:30:23Z
＂안 맛있는데??＂ 재욱이 만든 샌드위치를 맛본 도현의 팩폭(ㄷㄷ) | 아빠는 꽃중년 8 회,20086,115,play 채널A,2024-06-14T12:58:06Z
구라 성격 똑닮은 어머니(?) 톱스타보다 섭외하기 힘들었던 이유ㅋㅋ | 아빠는 꽃중년 12 회,39590,222,play 채널A,2024-07-12T15:04:09Z
